FG.name,Ligand,Cluster,AA.property,Atom.property,Size,Size.scaled,Reuse.Atom,Reuse.Residue,Reuse.All,Reuse.pvalue
Guanine,GSP,cluster2,"[0.0, 0.0, 0.0, 0.05236907730673317, 0.11471321695760599, 0.02743142144638404, 0.05236907730673317, 0.05236907730673317, 0.004987531172069825, 0.16708229426433915, 0.012468827930174564, 0.0, 0.0399002493765586, 0.029925187032418952, 0.017456359102244388, 0.12219451371571072, 0.0, 0.20448877805486285, 0.08977556109725686, 0.012468827930174564]","[0.11970074812967581, 0.10224438902743142, 0.14214463840399003, 0.3516209476309227, 0.10473815461346633, 0.17955112219451372, 0.0]",19.0952381,0.464582578,0.868979437,0.5793634,0.841560394,0.000217607
Guanine,GTP,cluster3,"[0.0, 0.0, 0.006310958118187034, 0.047619047619047616, 0.08720596672403902, 0.020654044750430294, 0.11474469305794607, 0.05966724039013196, 0.03614457831325301, 0.1095811818703385, 0.004589787722317842, 0.008032128514056224, 0.022948938611589215, 0.03155479059093517, 0.025243832472748137, 0.10671256454388985, 0.04876649454962708, 0.16006884681583478, 0.07515777395295467, 0.03499713138267355]","[0.11283822682786414, 0.09614277489925158, 0.12320092112838227, 0.29303396660909614, 0.21070811744386875, 0.16407599309153714, 0.0]",16.13888889,0.383877271,0.915397191,0.665105692,0.887161425,5.51E-07
Guanine,PCG,cluster1,"[0.013761467889908258, 0.0, 0.0, 0.06422018348623854, 0.13302752293577982, 0.1559633027522936, 0.13761467889908258, 0.05045871559633028, 0.04128440366972477, 0.01834862385321101, 0.0045871559633027525, 0.027522935779816515, 0.01834862385321101, 0.027522935779816515, 0.05504587155963303, 0.01834862385321101, 0.03211009174311927, 0.09174311926605505, 0.11009174311926606, 0.0]","[0.07894736842105263, 0.031578947368421054, 0.1368421052631579, 0.42105263157894735, 0.24210526315789474, 0.08947368421052632, 0.0]",15.57142857,0.368386186,0.862404806,0.419860742,0.811022424,2.42E-06
Guanine(01),C2E,cluster2,"[0.0, 0.0, 0.017341040462427744, 0.07514450867052024, 0.1676300578034682, 0.03757225433526012, 0.046242774566473986, 0.03757225433526012, 0.028901734104046242, 0.08670520231213873, 0.0, 0.028901734104046242, 0.02601156069364162, 0.031791907514450865, 0.08670520231213873, 0.10404624277456648, 0.06358381502890173, 0.02601156069364162, 0.11271676300578035, 0.023121387283236993]","[0.13157894736842105, 0.09941520467836257, 0.14035087719298245, 0.3538011695906433, 0.11695906432748537, 0.15789473684210525, 0.0]",13.84,0.321119958,NA,NA,NA,NA
Guanosine,MGD,cluster1,"[0.0, 0.0, 0.030232558139534883, 0.044186046511627906, 0.027906976744186046, 0.023255813953488372, 0.05116279069767442, 0.09767441860465116, 0.053488372093023255, 0.06744186046511629, 0.013953488372093023, 0.03953488372093023, 0.08372093023255814, 0.04186046511627907, 0.06744186046511629, 0.15348837209302327, 0.03953488372093023, 0.027906976744186046, 0.11627906976744186, 0.020930232558139535]","[0.19103773584905662, 0.09905660377358491, 0.1320754716981132, 0.22877358490566038, 0.1721698113207547, 0.17688679245283018, 0.0]",33.07692308,0.846268265,NA,NA,NA,NA
Hexane group,C8E,cluster2,"[0.0, 0.0, 0.022727272727272728, 0.07272727272727272, 0.2318181818181818, 0.08181818181818182, 0.17272727272727273, 0.10454545454545454, 0.09090909090909091, 0.0, 0.0, 0.013636363636363636, 0.013636363636363636, 0.01818181818181818, 0.013636363636363636, 0.0, 0.01818181818181818, 0.004545454545454545, 0.08636363636363636, 0.05454545454545454]","[0.0547945205479452, 0.0273972602739726, 0.0547945205479452, 0.4611872146118721, 0.3561643835616438, 0.045662100456621, 0.0]",10,0.216291889,0.959231568,0.796273567,0.926814203,1.02E-09
Hexane group,DAO,cluster1,"[0.0, 0.0, 0.02032520325203252, 0.14634146341463414, 0.15447154471544716, 0.10569105691056911, 0.24390243902439024, 0.08130081300813008, 0.016260162601626018, 0.008130081300813009, 0.012195121951219513, 0.06097560975609756, 0.028455284552845527, 0.0040650406504065045, 0.0040650406504065045, 0.02032520325203252, 0.008130081300813009, 0.012195121951219513, 0.032520325203252036, 0.04065040650406504]","[0.041666666666666664, 0.0125, 0.03333333333333333, 0.4708333333333333, 0.3625, 0.07916666666666666, 0.0]",12.94736842,0.29675203,0.968612253,0.808522623,0.934043253,1.48E-08
Hexane group,GTX,cluster2,"[0.0, 0.0, 0.04040404040404041, 0.03535353535353535, 0.17676767676767677, 0.04040404040404041, 0.13131313131313133, 0.3282828282828283, 0.06565656565656566, 0.0, 0.0, 0.045454545454545456, 0.0, 0.030303030303030304, 0.015151515151515152, 0.0, 0.005050505050505051, 0.005050505050505051, 0.06565656565656566, 0.015151515151515152]","[0.12755102040816327, 0.01020408163265306, 0.04591836734693878, 0.3163265306122449, 0.44387755102040816, 0.05612244897959184, 0.0]",13.2,0.303648613,0.886802004,0.528888543,0.807627145,1.23E-06
Hexane group,OLA,cluster2,"[0.0, 0.0, 0.015384615384615385, 0.14358974358974358, 0.2, 0.08205128205128205, 0.26153846153846155, 0.010256410256410256, 0.010256410256410256, 0.02564102564102564, 0.0, 0.03076923076923077, 0.041025641025641026, 0.02564102564102564, 0.020512820512820513, 0.015384615384615385, 0.0, 0.005128205128205128, 0.05641025641025641, 0.05641025641025641]","[0.057291666666666664, 0.026041666666666668, 0.057291666666666664, 0.5, 0.3125, 0.046875, 0.0]",12.1875,0.2760084,0.959330613,0.766650625,0.914873037,1.09E-06
Hexane group,PLM,cluster3,"[0.0, 0.0, 0.0026954177897574125, 0.15902964959568733, 0.21024258760107817, 0.09164420485175202, 0.20754716981132076, 0.0646900269541779, 0.03234501347708895, 0.029649595687331536, 0.0026954177897574125, 0.05121293800539083, 0.04043126684636118, 0.0215633423180593, 0.029649595687331536, 0.008086253369272238, 0.008086253369272238, 0.005390835579514825, 0.013477088948787063, 0.0215633423180593]","[0.055248618784530384, 0.024861878453038673, 0.04143646408839779, 0.5165745856353591, 0.30386740331491713, 0.058011049723756904, 0.0]",14.26923077,0.332837519,0.9520126,0.813467629,0.925756643,1.23E-07
Hexane group(01),PLM,cluster2,"[0.0, 0.0, 0.026785714285714284, 0.09375, 0.20535714285714285, 0.10714285714285714, 0.20535714285714285, 0.11607142857142858, 0.0, 0.013392857142857142, 0.004464285714285714, 0.07589285714285714, 0.04017857142857143, 0.008928571428571428, 0.017857142857142856, 0.03125, 0.008928571428571428, 0.0, 0.04017857142857143, 0.004464285714285714]","[0.06818181818181818, 0.01818181818181818, 0.022727272727272728, 0.4863636363636364, 0.3090909090909091, 0.09545454545454546, 0.0]",8.96,0.187900954,NA,NA,NA,NA
Homocysteine,SAH,cluster1,"[0.0007645259938837921, 0.0007645259938837921, 0.01834862385321101, 0.03873598369011213, 0.05657492354740061, 0.02803261977573904, 0.09301732925586137, 0.12614678899082568, 0.04994903160040775, 0.06625891946992865, 0.006625891946992864, 0.026758409785932722, 0.04841997961264016, 0.0382262996941896, 0.027013251783893986, 0.09658511722731906, 0.07772680937818552, 0.03134556574923547, 0.109072375127421, 0.05963302752293578]","[0.16467842323651452, 0.09906639004149377, 0.12474066390041494, 0.21991701244813278, 0.26218879668049794, 0.12940871369294607, 0.0]",14.53333333,0.340047248,NA,NA,NA,NA
Hydroxyethyl,BU3,cluster2,"[0.0, 0.0, 0.0, 0.031413612565445025, 0.05759162303664921, 0.005235602094240838, 0.1099476439790576, 0.2198952879581152, 0.05235602094240838, 0.05235602094240838, 0.0, 0.015706806282722512, 0.020942408376963352, 0.010471204188481676, 0.020942408376963352, 0.07329842931937172, 0.05235602094240838, 0.041884816753926704, 0.19895287958115182, 0.03664921465968586]","[0.10526315789473684, 0.06315789473684211, 0.1368421052631579, 0.18947368421052632, 0.3736842105263158, 0.13157894736842105, 0.0]",7.346153846,0.143844606,0.824013314,0.522920231,0.772432055,2.31E-05
Hydroxyethyl,EPE,cluster2,"[0.0, 0.0, 0.00554016620498615, 0.019390581717451522, 0.04709141274238227, 0.036011080332409975, 0.019390581717451522, 0.21329639889196675, 0.1883656509695291, 0.030470914127423823, 0.002770083102493075, 0.008310249307479225, 0.01662049861495845, 0.019390581717451522, 0.036011080332409975, 0.055401662049861494, 0.12742382271468145, 0.036011080332409975, 0.055401662049861494, 0.08310249307479224]","[0.1466275659824047, 0.0967741935483871, 0.12609970674486803, 0.1495601173020528, 0.36950146627565983, 0.11143695014662756, 0.0]",9.756756757,0.209651598,0.794424373,0.523560982,0.765485112,0.000514121
Hydroxyethyl,MLT,cluster3,"[0.0, 0.0, 0.0, 0.05319148936170213, 0.02127659574468085, 0.0, 0.06382978723404255, 0.06382978723404255, 0.0, 0.10638297872340426, 0.0, 0.031914893617021274, 0.0425531914893617, 0.010638297872340425, 0.031914893617021274, 0.07446808510638298, 0.1595744680851064, 0.06382978723404255, 0.1702127659574468, 0.10638297872340426]","[0.17582417582417584, 0.15384615384615385, 0.18681318681318682, 0.15384615384615385, 0.17582417582417584, 0.15384615384615385, 0.0]",4.7,0.071607315,0.484747268,0.406735589,0.611529752,0.002596795
Hydroxyethyl,MPD,cluster1,"[0.009433962264150943, 0.0, 0.01650943396226415, 0.054245283018867926, 0.14150943396226415, 0.02122641509433962, 0.12735849056603774, 0.12971698113207547, 0.11556603773584906, 0.0330188679245283, 0.009433962264150943, 0.01179245283018868, 0.01650943396226415, 0.02358490566037736, 0.04716981132075472, 0.025943396226415096, 0.0589622641509434, 0.0330188679245283, 0.04245283018867924, 0.08254716981132075]","[0.1092896174863388, 0.07650273224043716, 0.10109289617486339, 0.23770491803278687, 0.3770491803278688, 0.09836065573770492, 0.0]",11.15789474,0.24790123,0.774330881,0.44484539,0.747935485,0.002058538
Hydroxyethyl,PDO,cluster2,"[0.0, 0.0, 0.02830188679245283, 0.018867924528301886, 0.03773584905660377, 0.05660377358490566, 0.0660377358490566, 0.10377358490566038, 0.05660377358490566, 0.08490566037735849, 0.0, 0.0, 0.03773584905660377, 0.009433962264150943, 0.0, 0.09433962264150944, 0.14150943396226415, 0.1320754716981132, 0.018867924528301886, 0.11320754716981132]","[0.10377358490566038, 0.12264150943396226, 0.12264150943396226, 0.2358490566037736, 0.2641509433962264, 0.1509433962264151, 0.0]",7.571428571,0.149994375,0.806653692,0.464223428,0.762205948,5.10E-06
Hydroxyethyl(01),BU3,cluster1,"[0.0, 0.0, 0.0379746835443038, 0.0759493670886076, 0.11392405063291139, 0.0379746835443038, 0.0379746835443038, 0.05063291139240506, 0.03164556962025317, 0.012658227848101266, 0.0, 0.0, 0.0379746835443038, 0.012658227848101266, 0.06962025316455696, 0.056962025316455694, 0.10126582278481013, 0.1518987341772152, 0.17088607594936708, 0.0]","[0.12025316455696203, 0.056962025316455694, 0.1518987341772152, 0.43037974683544306, 0.0949367088607595, 0.14556962025316456, 0.0]",6.32,0.115831656,NA,NA,NA,NA
Hydroxymethyl,BME,cluster1,"[0.0, 0.0, 0.01652892561983471, 0.05785123966942149, 0.08264462809917356, 0.008264462809917356, 0.049586776859504134, 0.06611570247933884, 0.10743801652892562, 0.08264462809917356, 0.0, 0.03305785123966942, 0.03305785123966942, 0.008264462809917356, 0.049586776859504134, 0.03305785123966942, 0.08264462809917356, 0.0, 0.008264462809917356, 0.2809917355371901]","[0.09166666666666666, 0.11666666666666667, 0.15833333333333333, 0.19166666666666668, 0.3333333333333333, 0.10833333333333334, 0.0]",5.761904762,0.100596228,0.748344376,0.317086817,0.650907553,0.012650749
Hydroxymethyl,GOA,cluster1,"[0.0, 0.0, 0.0, 0.01680672268907563, 0.06722689075630252, 0.008403361344537815, 0.04201680672268908, 0.18487394957983194, 0.15966386554621848, 0.025210084033613446, 0.01680672268907563, 0.01680672268907563, 0.008403361344537815, 0.008403361344537815, 0.0, 0.13445378151260504, 0.06722689075630252, 0.008403361344537815, 0.13445378151260504, 0.10084033613445378]","[0.11864406779661017, 0.09322033898305085, 0.1016949152542373, 0.1694915254237288, 0.3898305084745763, 0.1271186440677966, 0.0]",9.153846154,0.193192755,0.697324587,0.478601832,0.701539759,0.005276695
Hydroxymethyl,GOL,cluster1,"[0.0, 0.0, 0.017123287671232876, 0.036301369863013695, 0.04178082191780822, 0.02945205479452055, 0.0910958904109589, 0.10821917808219178, 0.08972602739726028, 0.07328767123287672, 0.004794520547945206, 0.015068493150684932, 0.02945205479452055, 0.022602739726027398, 0.03287671232876712, 0.06780821917808219, 0.1232876712328767, 0.04657534246575343, 0.08287671232876713, 0.08767123287671233]","[0.1370056497175141, 0.10875706214689265, 0.1461864406779661, 0.1807909604519774, 0.2994350282485876, 0.12782485875706215, 0.0]",8.342857143,0.171053585,0.770237967,0.524051492,0.762335483,0.000501374
Hydroxymethyl,PDO,cluster1,"[0.0, 0.0, 0.031746031746031744, 0.0, 0.06349206349206349, 0.047619047619047616, 0.031746031746031744, 0.031746031746031744, 0.031746031746031744, 0.12698412698412698, 0.0, 0.0, 0.015873015873015872, 0.015873015873015872, 0.12698412698412698, 0.12698412698412698, 0.0, 0.12698412698412698, 0.1746031746031746, 0.047619047619047616]","[0.12698412698412698, 0.1111111111111111, 0.15873015873015872, 0.2857142857142857, 0.1111111111111111, 0.20634920634920634, 0.0]",5.727272727,0.099650809,0.344933936,0.182384229,0.472308173,0.018425512
Hydroxymethyl(01),GOL,cluster3,"[0.0, 0.0, 0.0106544901065449, 0.030441400304414, 0.0395738203957382, 0.0213089802130898, 0.0350076103500761, 0.0806697108066971, 0.0837138508371385, 0.0837138508371385, 0.0015220700152207, 0.0106544901065449, 0.0228310502283105, 0.0258751902587519, 0.0502283105022831, 0.1156773211567732, 0.1050228310502283, 0.0426179604261796, 0.106544901065449, 0.1339421613394216]","[0.13819875776397517, 0.14130434782608695, 0.17236024844720496, 0.16149068322981366, 0.2360248447204969, 0.15062111801242237, 0.0]",4.409395973,0.063674122,NA,NA,NA,NA
Hydroxymethyl(02),GOL,cluster2,"[0.002592352559948153, 0.0006480881399870382, 0.019442644199611146, 0.03240440699935191, 0.06416072585871678, 0.02462734931950745, 0.118600129617628, 0.11535968891769281, 0.1237848347375243, 0.05573558003888529, 0.0038885288399222295, 0.017498379779650033, 0.023979261179520414, 0.02138690861957226, 0.031756318859364877, 0.053143227478937134, 0.05573558003888529, 0.028515878159429683, 0.08101101749837979, 0.12572909915748542]","[0.1145344943067649, 0.08238446081714669, 0.12525117213663764, 0.2056262558606832, 0.37642330877428, 0.09578030810448761, 0.0]",9.18452381,0.194030224,NA,NA,NA,NA
Hypoxanthine,IMP,cluster1,"[0.0, 0.0, 0.0026041666666666665, 0.10416666666666667, 0.046875, 0.052083333333333336, 0.19270833333333334, 0.09375, 0.046875, 0.020833333333333332, 0.010416666666666666, 0.0078125, 0.0078125, 0.010416666666666666, 0.0390625, 0.09635416666666667, 0.0546875, 0.06770833333333333, 0.0546875, 0.09114583333333333]","[0.09635416666666667, 0.078125, 0.10677083333333333, 0.2526041666666667, 0.3541666666666667, 0.11197916666666667, 0.0]",14.22222222,0.331554233,NA,NA,NA,NA
Imidazole,HIS,cluster1,"[0.0, 0.0, 0.0056657223796034, 0.05099150141643059, 0.0679886685552408, 0.014164305949008499, 0.0906515580736544, 0.32011331444759206, 0.0821529745042493, 0.0169971671388102, 0.0113314447592068, 0.014164305949008499, 0.05099150141643059, 0.0226628895184136, 0.0113314447592068, 0.042492917847025496, 0.07932011331444759, 0.025495750708215296, 0.014164305949008499, 0.07932011331444759]","[0.15142857142857144, 0.05714285714285714, 0.06285714285714286, 0.19142857142857142, 0.4542857142857143, 0.08285714285714285, 0.0]",12.17241379,0.275596562,NA,NA,NA,NA
Indole,TRP,cluster2,"[0.0, 0.0, 0.026515151515151516, 0.07702020202020202, 0.09217171717171717, 0.039141414141414144, 0.17424242424242425, 0.16035353535353536, 0.027777777777777776, 0.023989898989898988, 0.007575757575757576, 0.030303030303030304, 0.03156565656565657, 0.026515151515151516, 0.06313131313131314, 0.04671717171717172, 0.04671717171717172, 0.01893939393939394, 0.025252525252525252, 0.08207070707070707]","[0.09195402298850575, 0.06768837803320563, 0.0842911877394636, 0.2669220945083014, 0.39080459770114945, 0.0983397190293742, 0.0]",16.5,0.393735235,NA,NA,NA,NA
Inositol,4IP,cluster5,"[0.0, 0.0, 0.04081632653061224, 0.0, 0.0, 0.12244897959183673, 0.0, 0.16326530612244897, 0.0, 0.10204081632653061, 0.0, 0.10204081632653061, 0.0, 0.02040816326530612, 0.0, 0.061224489795918366, 0.061224489795918366, 0.32653061224489793, 0.0, 0.0]","[0.0851063829787234, 0.06382978723404255, 0.14893617021276595, 0.3191489361702128, 0.14893617021276595, 0.23404255319148937, 0.0]",4.9,0.07706711,NA,NA,NA,NA
Isobutane,LEU,cluster1,"[0.0, 0.0, 0.0, 0.05660377358490566, 0.10242587601078167, 0.02425876010781671, 0.1778975741239892, 0.16442048517520216, 0.06199460916442048, 0.016172506738544475, 0.005390835579514825, 0.05660377358490566, 0.03773584905660377, 0.018867924528301886, 0.04851752021563342, 0.05929919137466307, 0.05929919137466307, 0.016172506738544475, 0.05121293800539083, 0.0431266846361186]","[0.1184573002754821, 0.05785123966942149, 0.07713498622589532, 0.23140495867768596, 0.4022038567493113, 0.11294765840220386, 0.0]",11.24242424,0.250208799,NA,NA,NA,NA
Isoprene,REA,cluster2,"[0.0, 0.0, 0.014705882352941176, 0.14705882352941177, 0.19117647058823528, 0.07352941176470588, 0.23529411764705882, 0.058823529411764705, 0.014705882352941176, 0.058823529411764705, 0.0, 0.058823529411764705, 0.04411764705882353, 0.014705882352941176, 0.04411764705882353, 0.0, 0.0, 0.0, 0.04411764705882353, 0.0]","[0.04477611940298507, 0.029850746268656716, 0.08955223880597014, 0.47761194029850745, 0.29850746268656714, 0.05970149253731343, 0.0]",6.8,0.128935165,NA,NA,NA,NA
Isoprene carboxylic acid,REA,cluster1,"[0.0, 0.0, 0.025, 0.016666666666666666, 0.14166666666666666, 0.025, 0.16666666666666666, 0.058333333333333334, 0.0, 0.025, 0.03333333333333333, 0.041666666666666664, 0.041666666666666664, 0.05, 0.1, 0.0, 0.016666666666666666, 0.09166666666666666, 0.16666666666666666, 0.0]","[0.11016949152542373, 0.03389830508474576, 0.1440677966101695, 0.3389830508474576, 0.22033898305084745, 0.15254237288135594, 0.0]",12,0.270889842,NA,NA,NA,NA
Leucine,BES,cluster1,"[0.0, 0.0, 0.009478672985781991, 0.023696682464454975, 0.04265402843601896, 0.06635071090047394, 0.0, 0.08530805687203792, 0.0, 0.061611374407582936, 0.0, 0.0, 0.02843601895734597, 0.009478672985781991, 0.004739336492890996, 0.061611374407582936, 0.23222748815165878, 0.014218009478672985, 0.17061611374407584, 0.1895734597156398]","[0.15165876777251186, 0.13744075829383887, 0.17535545023696683, 0.21800947867298578, 0.1943127962085308, 0.12322274881516587, 0.0]",15.07142857,0.354736697,0.441237707,-0.071285259,0.43575946,0.020454485
Leucine,E64,cluster4,"[0.0, 0.0, 0.028169014084507043, 0.04225352112676056, 0.1267605633802817, 0.08450704225352113, 0.08450704225352113, 0.1267605633802817, 0.16901408450704225, 0.0, 0.0, 0.07042253521126761, 0.028169014084507043, 0.04225352112676056, 0.056338028169014086, 0.07042253521126761, 0.07042253521126761, 0.0, 0.0, 0.0]","[0.17391304347826086, 0.043478260869565216, 0.10144927536231885, 0.34782608695652173, 0.17391304347826086, 0.15942028985507245, 0.0]",6.454545455,0.119504609,0.441237707,-0.071285259,0.43575946,0.020454485
Malic acid,E64,cluster2,"[0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.02857142857142857, 0.0, 0.014285714285714285, 0.05714285714285714, 0.15714285714285714, 0.0, 0.07857142857142857, 0.0, 0.0, 0.007142857142857143, 0.20714285714285716, 0.04285714285714286, 0.05, 0.0, 0.03571428571428571, 0.29285714285714287]","[0.05714285714285714, 0.12857142857142856, 0.25, 0.08571428571428572, 0.2857142857142857, 0.19285714285714287, 0.0]",12.72727273,0.290743643,NA,NA,NA,NA
Maltose,BCD,cluster2,"[0.0, 0.0, 0.023668639053254437, 0.0, 0.047337278106508875, 0.01775147928994083, 0.1301775147928994, 0.1242603550295858, 0.11834319526627218, 0.05325443786982249, 0.0, 0.047337278106508875, 0.011834319526627219, 0.0, 0.011834319526627219, 0.08875739644970414, 0.05325443786982249, 0.029585798816568046, 0.1242603550295858, 0.11834319526627218]","[0.10843373493975904, 0.09036144578313253, 0.13253012048192772, 0.15060240963855423, 0.39156626506024095, 0.12650602409638553, 0.0]",13,0.298188818,0.858387591,0.626581869,0.805046963,3.89E-06
Maltose,CTT,cluster3,"[0.0, 0.0, 0.0, 0.02127659574468085, 0.031914893617021274, 0.02127659574468085, 0.06382978723404255, 0.2127659574468085, 0.10638297872340426, 0.06382978723404255, 0.0, 0.02127659574468085, 0.031914893617021274, 0.0, 0.13829787234042554, 0.0425531914893617, 0.2127659574468085, 0.0, 0.010638297872340425, 0.02127659574468085]","[0.11827956989247312, 0.11827956989247312, 0.16129032258064516, 0.11827956989247312, 0.3225806451612903, 0.16129032258064516, 0.0]",7.230769231,0.140694724,0.756447443,0.505582618,0.689413314,0.000153035
Maltose,MLR,cluster2,"[0.0, 0.0, 0.017676767676767676, 0.0, 0.012626262626262626, 0.015151515151515152, 0.10101010101010101, 0.18181818181818182, 0.18181818181818182, 0.07828282828282829, 0.0025252525252525255, 0.025252525252525252, 0.012626262626262626, 0.0025252525252525255, 0.05303030303030303, 0.08585858585858586, 0.07828282828282829, 0.012626262626262626, 0.08333333333333333, 0.05555555555555555]","[0.10204081632653061, 0.09948979591836735, 0.14030612244897958, 0.10204081632653061, 0.41581632653061223, 0.14030612244897958, 0.0]",28.28571429,0.71547317,0.623532121,0.765837039,0.717294051,0.000179654
Maltose,MTT,cluster3,"[0.0, 0.0, 0.0, 0.03, 0.0, 0.04, 0.0, 0.1, 0.23, 0.11, 0.0, 0.02, 0.01, 0.01, 0.0, 0.06, 0.1, 0.06, 0.13, 0.1]","[0.1111111111111111, 0.1111111111111111, 0.16161616161616163, 0.1919191919191919, 0.2828282828282828, 0.1414141414141414, 0.0]",8.333333333,0.170793595,0.786580714,0.608196119,0.736801491,4.06E-05
Mercaptoethyl group,COM,cluster1,"[0.0, 0.0, 0.07407407407407407, 0.012345679012345678, 0.08641975308641975, 0.012345679012345678, 0.25925925925925924, 0.07407407407407407, 0.0, 0.0, 0.09876543209876543, 0.037037037037037035, 0.0, 0.012345679012345678, 0.08641975308641975, 0.037037037037037035, 0.0, 0.0, 0.0, 0.20987654320987653]","[0.05, 0.1, 0.05, 0.1875, 0.4375, 0.175, 0.0]",8.1,0.164423834,0.9366601,0.698341178,0.870792446,1.69E-09
Mercaptoethyl group,MET,cluster1,"[0.0, 0.0, 0.017513134851138354, 0.03327495621716287, 0.0647985989492119, 0.03152364273204904, 0.16637478108581435, 0.20490367775831875, 0.06830122591943957, 0.04903677758318739, 0.01576182136602452, 0.04203152364273205, 0.0297723292469352, 0.017513134851138354, 0.03677758318739054, 0.010507880910683012, 0.012259194395796848, 0.008756567425569177, 0.03327495621716287, 0.15761821366024517]","[0.0748663101604278, 0.06060606060606061, 0.0873440285204991, 0.17825311942959002, 0.5169340463458111, 0.08199643493761141, 0.0]",11.42,0.255056435,0.9366601,0.698341178,0.870792446,1.69E-09
Methionine,SAM,cluster1,"[0.0, 0.0, 0.030490018148820328, 0.026134301270417423, 0.042105263157894736, 0.016333938294010888, 0.10417422867513612, 0.13139745916515427, 0.05952813067150635, 0.06352087114337568, 0.007985480943738656, 0.013067150635208712, 0.04646098003629764, 0.035571687840290384, 0.031941923774954625, 0.12196007259528131, 0.0588021778584392, 0.039927404718693285, 0.11361161524500907, 0.05698729582577133]","[0.17098067808968284, 0.09660955158585491, 0.12577469923441487, 0.1983230040102078, 0.2807145461173897, 0.12759752096244986, 0.0]",13.57142857,0.313788233,NA,NA,NA,NA
Methylamine,GLY,cluster1,"[0.0, 0.0, 0.00823045267489712, 0.02263374485596708, 0.043209876543209874, 0.02263374485596708, 0.10905349794238683, 0.13580246913580246, 0.0720164609053498, 0.0205761316872428, 0.00823045267489712, 0.0102880658436214, 0.047325102880658436, 0.01646090534979424, 0.03292181069958848, 0.13991769547325103, 0.13786008230452676, 0.05761316872427984, 0.04938271604938271, 0.06584362139917696]","[0.16632016632016633, 0.12266112266112267, 0.0893970893970894, 0.16632016632016633, 0.3076923076923077, 0.14760914760914762, 0.0]",6.845070423,0.130165541,0.914163601,0.873959878,0.904756693,3.92E-11
Methylamine,VAL,cluster2,"[0.0, 0.0, 0.010101010101010102, 0.010101010101010102, 0.0, 0.030303030303030304, 0.09090909090909091, 0.21212121212121213, 0.0, 0.06060606060606061, 0.0, 0.0, 0.050505050505050504, 0.010101010101010102, 0.030303030303030304, 0.20202020202020202, 0.20202020202020202, 0.0, 0.0, 0.09090909090909091]","[0.1919191919191919, 0.16161616161616163, 0.09090909090909091, 0.08080808080808081, 0.31313131313131315, 0.16161616161616163, 0.0]",7.071428571,0.136344887,0.914163601,0.873959878,0.904756693,3.92E-11
Methylguanidine,E64,cluster1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.03571428571428571, 0.08928571428571429, 0.42857142857142855, 0.0, 0.03571428571428571, 0.017857142857142856, 0.0, 0.03571428571428571, 0.0, 0.0, 0.03571428571428571, 0.16071428571428573, 0.0, 0.05357142857142857, 0.10714285714285714]","[0.14285714285714285, 0.08928571428571429, 0.07142857142857142, 0.08928571428571429, 0.5178571428571429, 0.08928571428571429, 0.0]",6.222222222,0.113162423,NA,NA,NA,NA
Methylsulfanyl,BME,cluster2,"[0.0, 0.0, 0.022222222222222223, 0.06111111111111111, 0.06666666666666667, 0.016666666666666666, 0.05, 0.044444444444444446, 0.11666666666666667, 0.016666666666666666, 0.08333333333333333, 0.005555555555555556, 0.027777777777777776, 0.005555555555555556, 0.016666666666666666, 0.044444444444444446, 0.05, 0.022222222222222223, 0.005555555555555556, 0.34444444444444444]","[0.055865921787709494, 0.1340782122905028, 0.0893854748603352, 0.21787709497206703, 0.3687150837988827, 0.1340782122905028, 0.0]",7.5,0.148044448,0.848401788,0.392749409,0.722864798,1.39E-05
Methylsulfanyl,MTA,cluster2,"[0.0, 0.0, 0.027700831024930747, 0.0332409972299169, 0.08310249307479224, 0.0664819944598338, 0.12465373961218837, 0.04709141274238227, 0.04986149584487535, 0.019390581717451522, 0.00554016620498615, 0.04155124653739612, 0.05817174515235457, 0.027700831024930747, 0.0886426592797784, 0.0997229916897507, 0.08587257617728532, 0.002770083102493075, 0.038781163434903045, 0.0997229916897507]","[0.1267605633802817, 0.10422535211267606, 0.10140845070422536, 0.2619718309859155, 0.2676056338028169, 0.13802816901408452, 0.0]",10.61764706,0.233153021,0.848401788,0.392749409,0.722864798,1.39E-05
N-acetyl-D-glucosamine,CBS,cluster2,"[0.0, 0.0, 0.004166666666666667, 0.0125, 0.0, 0.0, 0.058333333333333334, 0.07916666666666666, 0.29583333333333334, 0.07916666666666666, 0.0, 0.020833333333333332, 0.016666666666666666, 0.016666666666666666, 0.04583333333333333, 0.10416666666666667, 0.09583333333333334, 0.0, 0.029166666666666667, 0.14166666666666666]","[0.11764705882352941, 0.13025210084033614, 0.13445378151260504, 0.07142857142857142, 0.39915966386554624, 0.14705882352941177, 0.0]",24,0.598477557,NA,NA,NA,NA
